question,answer,source,category
야식 먹고 싶어,간식은 적당히 먹으면 기분 전환에 좋지.,custom_smalltalk,food
간식 먹고 싶어,오늘은 부담 없는 메뉴가 좋을 것 같아.,custom_smalltalk,food
잠이 부족해,따뜻한 물 마시고 조용히 쉬어보는 것도 좋아.,custom_smalltalk,sleep
나 이번에 잘한 것 같아,노력한 게 느껴져. 정말 잘했어.,custom_smalltalk,compliment_user
너무 더워,흐린 날엔 실내에서 쉬는 것도 좋지.,custom_smalltalk,weather
사람 관계 어렵다,혼자라고 느껴질 때 정말 외롭지.,custom_smalltalk,relationship
누가 나 싫어하는 것 같아,관계는 어렵지만 네 마음도 중요해.,custom_smalltalk,relationship
요즘 잘 지내?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
왠지 기분이 좋아,듣기만 해도 나까지 기분 좋아진다.,custom_smalltalk,mood_good
자고 싶어,잠이 안 올 땐 화면을 잠시 내려놓는 것도 도움이 돼.,custom_smalltalk,sleep
그 사람이 자꾸 생각나,"오, 설레겠다. 어떤 사람이야?",custom_smalltalk,love
날씨 왜 이래,날씨 좋은 날은 잠깐 산책해도 좋겠다.,custom_smalltalk,weather
행복해,오늘 정말 잘 보냈나 보다.,custom_smalltalk,mood_good
할 거 있어?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
잘 지냈어?,나는 준비 완료야. 네 이야기도 들려줘.,custom_smalltalk,how_are_you
썸 타는 것 같아,그 마음만으로도 하루가 달라질 때가 있지.,custom_smalltalk,love
기분은 어때?,"응, 잘 지냈어. 너는 어떻게 지냈어?",custom_smalltalk,how_are_you
짜증나,혼자 다 안고 있지 않아도 돼. 이야기해도 괜찮아.,custom_smalltalk,mood_bad
밤샜어,잠이 안 올 땐 화면을 잠시 내려놓는 것도 도움이 돼.,custom_smalltalk,sleep
눈 왔어,흐린 날엔 실내에서 쉬는 것도 좋지.,custom_smalltalk,weather
나 노력했어,그 정도면 충분히 멋진 일이야.,custom_smalltalk,compliment_user
나중에 이야기하자,오늘 이야기 즐거웠어.,custom_smalltalk,bye
괜찮아?,"응, 잘 지냈어. 너는 어떻게 지냈어?",custom_smalltalk,how_are_you
오늘 별로야,그런 날도 있어. 일단 숨 좀 돌려보자.,custom_smalltalk,mood_bad
감사해,고맙다고 말해줘서 나도 좋아.,custom_smalltalk,thanks
잘 들어줘서 고마워,언제든 편하게 말해줘.,custom_smalltalk,thanks
망친 것 같아,미안하다고 느꼈다면 진심을 담아 말해보는 게 좋아.,custom_smalltalk,apology
나중에 이야기하자,좋아. 다음에 또 이야기하자.,custom_smalltalk,bye
고마워,괜찮아. 필요하면 또 같이 생각해보자.,custom_smalltalk,thanks
사과해야 할까?,괜찮아질 수 있어. 하나씩 정리해보자.,custom_smalltalk,apology
심심해,그럼 가볍게 질문 하나 할게. 오늘 제일 좋았던 순간은 뭐야?,custom_smalltalk,bored
짜증나,그런 날도 있어. 일단 숨 좀 돌려보자.,custom_smalltalk,mood_bad
연애하고 싶어,좋아하는 마음이 생겼구나. 그 사람의 어떤 점이 좋아?,custom_smalltalk,love
공부하기 싫어,잠깐 쉬고 다시 시작해도 괜찮아.,custom_smalltalk,study_work
야식 먹고 싶어,배고프면 든든한 걸로 챙겨 먹자.,custom_smalltalk,food
반가워,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
기운이 없어,힘든 하루였구나. 여기서는 편하게 말해도 돼.,custom_smalltalk,mood_bad
너 누구야?,나는 네 말을 듣고 자연스럽게 답하려고 학습 중인 챗봇이야.,custom_smalltalk,self_intro
나 이번에 잘한 것 같아,오늘의 너는 꽤 자랑스러워해도 돼.,custom_smalltalk,compliment_user
주말에 뭐하지?,노래 들으면서 기분 전환하는 것도 괜찮지.,custom_smalltalk,hobby
고맙다,고마워. 나도 네 이야기를 들을 수 있어서 좋아.,custom_smalltalk,thanks
좋아하는 사람이 있어,상대와 편하게 이야기할 기회를 만들어보자.,custom_smalltalk,love
연애하고 싶어,상대와 편하게 이야기할 기회를 만들어보자.,custom_smalltalk,love
오랜만이야,어서 와. 기다리고 있었어.,custom_smalltalk,greeting
심심해,그럼 나랑 잠깐 수다 떨자.,custom_smalltalk,bored
너무 심심해,그럼 우리 주제 하나 정해서 이야기해보자.,custom_smalltalk,bored
우울해,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
일어나기 힘들어,많이 피곤하겠다. 가능하면 잠깐이라도 쉬어.,custom_smalltalk,sleep
과제 해야 돼,일단 10분만 시작해보는 건 어때?,custom_smalltalk,study_work
너 뭐하는 애야?,"나는 수다, 안부, 간단한 질문에 답하는 걸 목표로 하고 있어.",custom_smalltalk,self_intro
불면증 같아,오늘은 무리하지 말고 몸을 먼저 챙기자.,custom_smalltalk,sleep
너는 어떤 챗봇이야?,나는 한국어 대화를 연습하는 챗봇이야.,custom_smalltalk,self_intro
별일 없었어?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
저녁 추천해줘,지금 기분에는 따뜻한 음식도 괜찮겠다.,custom_smalltalk,food
땡큐,언제든 편하게 말해줘.,custom_smalltalk,thanks
나중에 이야기하자,좋아. 좋은 하루 보내.,custom_smalltalk,bye
너는 뭐야?,나는 너랑 대화하기 위해 만들어진 작은 한국어 챗봇이야.,custom_smalltalk,self_intro
오늘 하루 어땠어?,나는 좋아. 너도 잘 지냈으면 좋겠다.,custom_smalltalk,how_are_you
뭐 먹지?,배고프면 든든한 걸로 챙겨 먹자.,custom_smalltalk,food
연락이 안 와,네가 느낀 감정은 충분히 말해볼 만해.,custom_smalltalk,relationship
하이,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
맞지?,네가 왜 그렇게 느꼈는지 알 것 같아.,custom_smalltalk,agreement
골라줘,급하지 않으면 조금 더 생각해봐도 괜찮아.,custom_smalltalk,choice
자고 싶어,오늘은 무리하지 말고 몸을 먼저 챙기자.,custom_smalltalk,sleep
뭐하니?,너랑 이야기하려고 기다리고 있었어.,custom_smalltalk,what_doing
나 이번에 잘한 것 같아,충분히 칭찬받을 만해.,custom_smalltalk,compliment_user
도움 됐어,고마워. 나도 네 이야기를 들을 수 있어서 좋아.,custom_smalltalk,thanks
처음 만나,안녕! 반가워.,custom_smalltalk,greeting
괜히 그랬어,잘못을 인정하는 것도 용기야.,custom_smalltalk,apology
혼자인 것 같아,서운한 마음이 들 만했겠다.,custom_smalltalk,relationship
동의해?,네 입장에서는 충분히 그렇게 느낄 만해.,custom_smalltalk,agreement
점심 뭐 먹을까?,배고프면 든든한 걸로 챙겨 먹자.,custom_smalltalk,food
바이,편히 쉬어. 또 와줘.,custom_smalltalk,bye
친구가 서운하게 해,관계는 어렵지만 네 마음도 중요해.,custom_smalltalk,relationship
고마워,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
잠이 부족해,잠이 안 올 땐 화면을 잠시 내려놓는 것도 도움이 돼.,custom_smalltalk,sleep
잘가,잘 가. 오늘도 고생했어.,custom_smalltalk,bye
나 왔어,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
내가 이상한 거 아니지?,괜찮아 보여. 다만 조금 더 생각해봐도 좋겠어.,custom_smalltalk,agreement
나 칭찬받았어,그 기분 그대로 이어졌으면 좋겠다.,custom_smalltalk,mood_good
나 노력했어,노력한 게 느껴져. 정말 잘했어.,custom_smalltalk,compliment_user
지금 이야기할 수 있어?,대화할 준비 됐어. 무슨 이야기할까?,custom_smalltalk,what_doing
일하기 싫어,해야 할 게 많을수록 하나씩 쪼개는 게 좋아.,custom_smalltalk,study_work
나 오늘 기분 안 좋아,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
공부해야 하는데 하기 싫어,일단 10분만 시작해보는 건 어때?,custom_smalltalk,study_work
운동해야 하나?,새 취미는 부담 없이 짧게 해볼 수 있는 게 좋아.,custom_smalltalk,hobby
지금 바빠?,너랑 이야기하려고 기다리고 있었어.,custom_smalltalk,what_doing
화나,그랬구나. 오늘 많이 지쳤겠다.,custom_smalltalk,mood_bad
요즘 기분이 어때?,나는 준비 완료야. 네 이야기도 들려줘.,custom_smalltalk,how_are_you
썸 타는 것 같아,상대와 편하게 이야기할 기회를 만들어보자.,custom_smalltalk,love
내가 잘못했어,실수할 수 있어. 중요한 건 어떻게 수습하느냐야.,custom_smalltalk,apology
답답해,그랬구나. 오늘 많이 지쳤겠다.,custom_smalltalk,mood_bad
컨디션 어때?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
너 정체가 뭐야?,"나는 수다, 안부, 간단한 질문에 답하는 걸 목표로 하고 있어.",custom_smalltalk,self_intro
자기소개 해봐,나는 너랑 대화하기 위해 만들어진 작은 한국어 챗봇이야.,custom_smalltalk,self_intro
잘 있었어?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
헬로,안녕! 반가워.,custom_smalltalk,greeting
기운이 없어,그런 날도 있어. 일단 숨 좀 돌려보자.,custom_smalltalk,mood_bad
너무 추워,더운 날엔 물 잘 챙겨 마셔야 해.,custom_smalltalk,weather
할 거 있어?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
잘 있었어?,그럭저럭 잘 지냈어. 너는 별일 없었어?,custom_smalltalk,how_are_you
반가워,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
나랑 놀래?,대화할 준비 됐어. 무슨 이야기할까?,custom_smalltalk,what_doing
점심 뭐 먹을까?,너무 늦지 않았다면 간단히 먹는 것도 좋아.,custom_smalltalk,food
오늘 운이 좋았어,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
우울해,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
흠,딱히 할 말이 없어도 괜찮아.,custom_smalltalk,fallback
안녕,반가워. 편하게 말 걸어줘.,custom_smalltalk,greeting
화나,그런 날도 있어. 일단 숨 좀 돌려보자.,custom_smalltalk,mood_bad
헬로,"안녕, 오늘 기분은 어때?",custom_smalltalk,greeting
수고해,수고했어. 다음에 또 보자.,custom_smalltalk,bye
오늘 하루 어땠어?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
고백할까?,상대와 편하게 이야기할 기회를 만들어보자.,custom_smalltalk,love
요즘 잘 지내?,"응, 잘 지냈어. 너는 어떻게 지냈어?",custom_smalltalk,how_are_you
점심 뭐 먹을까?,"뭐가 당기는지부터 생각해보자. 매운 거, 담백한 거, 달달한 거 중에 뭐가 좋아?",custom_smalltalk,food
책 읽을까?,새 취미는 부담 없이 짧게 해볼 수 있는 게 좋아.,custom_smalltalk,hobby
야식 먹고 싶어,오늘은 부담 없는 메뉴가 좋을 것 같아.,custom_smalltalk,food
왠지 기분이 좋아,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
연락이 안 와,관계는 어렵지만 네 마음도 중요해.,custom_smalltalk,relationship
안녕 반가워,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
비 와,더운 날엔 물 잘 챙겨 마셔야 해.,custom_smalltalk,weather
딱히,괜찮아. 천천히 생각해도 돼.,custom_smalltalk,fallback
피곤해,오늘은 무리하지 말고 몸을 먼저 챙기자.,custom_smalltalk,sleep
신난다,좋다! 그런 날은 오래 기억해두자.,custom_smalltalk,mood_good
지금 이야기할 수 있어?,너랑 이야기하려고 기다리고 있었어.,custom_smalltalk,what_doing
도움 됐어,도움이 됐다니 기뻐.,custom_smalltalk,thanks
기분 최고야,그 기분 그대로 이어졌으면 좋겠다.,custom_smalltalk,mood_good
대화 가능해?,너랑 이야기하려고 기다리고 있었어.,custom_smalltalk,what_doing
땡큐,도움이 됐다니 기뻐.,custom_smalltalk,thanks
잠 못 잤어,잠이 안 올 땐 화면을 잠시 내려놓는 것도 도움이 돼.,custom_smalltalk,sleep
비 와,그런 날씨면 기분도 조금 달라지지.,custom_smalltalk,weather
오늘은 여기까지,잘 가. 오늘도 고생했어.,custom_smalltalk,bye
요즘 기분이 어때?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
썸 타는 것 같아,"오, 설레겠다. 어떤 사람이야?",custom_smalltalk,love
햇빛 좋다,날씨 좋은 날은 잠깐 산책해도 좋겠다.,custom_smalltalk,weather
너랑 뭐 할 수 있어?,나는 완벽하진 않지만 네 이야기를 들어줄 수 있어.,custom_smalltalk,self_intro
감사해,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
과제 해야 돼,지금 제일 작은 일 하나부터 해보자.,custom_smalltalk,study_work
나 왔어,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
뭐 하고 있어?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
칭찬해줘,오늘의 너는 꽤 자랑스러워해도 돼.,custom_smalltalk,compliment_user
대화 가능해?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
오늘 좋은 일 있었어,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
요즘 어때?,"응, 잘 지냈어. 너는 어떻게 지냈어?",custom_smalltalk,how_are_you
요즘 어때?,나는 좋아. 너도 잘 지냈으면 좋겠다.,custom_smalltalk,how_are_you
글쎄,괜찮아. 천천히 생각해도 돼.,custom_smalltalk,fallback
어때 보여?,네가 왜 그렇게 느꼈는지 알 것 같아.,custom_smalltalk,agreement
행복해,좋다! 그런 날은 오래 기억해두자.,custom_smalltalk,mood_good
헬로,어서 와. 기다리고 있었어.,custom_smalltalk,greeting
다음에 봐,잘 가. 오늘도 고생했어.,custom_smalltalk,bye
고마워,언제든 편하게 말해줘.,custom_smalltalk,thanks
야 안녕,반가워. 편하게 말 걸어줘.,custom_smalltalk,greeting
연애하고 싶어,데이트는 서로 편한 걸 고르는 게 좋아.,custom_smalltalk,love
나 갈게,다음에 봐. 기다리고 있을게.,custom_smalltalk,bye
점심 뭐 먹을까?,커피도 좋지만 물도 같이 마셔줘.,custom_smalltalk,food
좋은 아침,"안녕, 오늘 기분은 어때?",custom_smalltalk,greeting
별일 없었어?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
오늘 날씨 좋다,추우면 따뜻하게 입고 다녀.,custom_smalltalk,weather
새 취미 갖고 싶어,게임도 좋지만 너무 오래 하진 말자.,custom_smalltalk,hobby
사과해야 할까?,잘못을 인정하는 것도 용기야.,custom_smalltalk,apology
잘가,편히 쉬어. 또 와줘.,custom_smalltalk,bye
할 거 있어?,바쁘지 않아. 편하게 말해줘.,custom_smalltalk,what_doing
늦게 잤어,잠이 안 올 땐 화면을 잠시 내려놓는 것도 도움이 돼.,custom_smalltalk,sleep
간식 먹고 싶어,너무 늦지 않았다면 간단히 먹는 것도 좋아.,custom_smalltalk,food
오랜만이야,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
칭찬 받고 싶어,잘했다고 말해주고 싶어. 수고했어.,custom_smalltalk,compliment_user
나 오늘 기분 안 좋아,힘든 하루였구나. 여기서는 편하게 말해도 돼.,custom_smalltalk,mood_bad
너 정체가 뭐야?,나는 너랑 대화하기 위해 만들어진 작은 한국어 챗봇이야.,custom_smalltalk,self_intro
나랑 놀래?,바쁘지 않아. 편하게 말해줘.,custom_smalltalk,what_doing
칭찬해줘,충분히 칭찬받을 만해.,custom_smalltalk,compliment_user
좋은 아침,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
처음 만나,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
심심한데 뭐해?,너랑 이야기하려고 기다리고 있었어.,custom_smalltalk,what_doing
너 소개해줘,나는 완벽하진 않지만 네 이야기를 들어줄 수 있어.,custom_smalltalk,self_intro
오늘 뭐 먹을까?,너무 늦지 않았다면 간단히 먹는 것도 좋아.,custom_smalltalk,food
새 취미 갖고 싶어,주말엔 쉬는 시간도 일정에 넣어보자.,custom_smalltalk,hobby
대화 가능해?,좋아. 잠깐 같이 이야기하자.,custom_smalltalk,what_doing
오늘 하루 어땠어?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
지루해,좋아. 오늘 있었던 일부터 이야기해볼까?,custom_smalltalk,bored
잘 있었어?,"응, 잘 지냈어. 너는 어떻게 지냈어?",custom_smalltalk,how_are_you
미루고 싶어,미루고 싶을 때는 딱 한 문제만 해보는 것도 방법이야.,custom_smalltalk,study_work
산책할까?,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
눈 왔어,날씨 좋은 날은 잠깐 산책해도 좋겠다.,custom_smalltalk,weather
할 거 있어?,지금은 네 이야기를 들을 준비를 하고 있어.,custom_smalltalk,what_doing
괜찮을까?,잘못을 인정하는 것도 용기야.,custom_smalltalk,apology
오늘은 여기까지,다음에 봐. 기다리고 있을게.,custom_smalltalk,bye
기분 최고야,좋은 일이 있었다니 다행이야. 더 자세히 말해줘.,custom_smalltalk,mood_good
햇빛 좋다,비 오는 날은 괜히 차분해지는 것 같아.,custom_smalltalk,weather
칭찬 받고 싶어,잘했어. 진짜 고생 많았어.,custom_smalltalk,compliment_user
해야 할 게 많아,완벽하게 하려 하지 말고 시작부터 해보자.,custom_smalltalk,study_work
괜찮아?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
그 사람이 자꾸 생각나,고백은 네 마음이 준비됐을 때 천천히 해도 돼.,custom_smalltalk,love
마음이 복잡해,혼자 다 안고 있지 않아도 돼. 이야기해도 괜찮아.,custom_smalltalk,mood_bad
뭐가 나을까?,급하지 않으면 조금 더 생각해봐도 괜찮아.,custom_smalltalk,choice
나 왔어,반가워. 편하게 말 걸어줘.,custom_smalltalk,greeting
친구가 보고 싶어,관계 문제는 마음이 많이 쓰이지.,custom_smalltalk,relationship
괜찮아?,그럭저럭 잘 지냈어. 너는 별일 없었어?,custom_smalltalk,how_are_you
늦게 잤어,잠이 부족하면 작은 일도 크게 느껴질 수 있어.,custom_smalltalk,sleep
너무 추워,흐린 날엔 실내에서 쉬는 것도 좋지.,custom_smalltalk,weather
괜히 그랬어,너무 자책하지 말고 지금 할 수 있는 걸 생각해보자.,custom_smalltalk,apology
나 잘했지?,잘했어. 진짜 고생 많았어.,custom_smalltalk,compliment_user
지금 바빠?,좋아. 잠깐 같이 이야기하자.,custom_smalltalk,what_doing
너 좀 괜찮다,천만에. 도움이 됐다면 다행이야.,custom_smalltalk,thanks
과제 해야 돼,해야 할 게 많을수록 하나씩 쪼개는 게 좋아.,custom_smalltalk,study_work
오늘 날씨 좋다,날씨 좋은 날은 잠깐 산책해도 좋겠다.,custom_smalltalk,weather
너무 더워,추우면 따뜻하게 입고 다녀.,custom_smalltalk,weather
어쩌지,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
어때 보여?,괜찮아 보여. 다만 조금 더 생각해봐도 좋겠어.,custom_smalltalk,agreement
놀아줘,그럼 나랑 잠깐 수다 떨자.,custom_smalltalk,bored
딱히,딱히 할 말이 없어도 괜찮아.,custom_smalltalk,fallback
친구가 서운하게 해,서운한 마음이 들 만했겠다.,custom_smalltalk,relationship
오늘 날씨 좋다,비 오는 날은 괜히 차분해지는 것 같아.,custom_smalltalk,weather
게임할까?,주말엔 쉬는 시간도 일정에 넣어보자.,custom_smalltalk,hobby
행복해,좋은 일이 있었다니 다행이야. 더 자세히 말해줘.,custom_smalltalk,mood_good
짜증나,괜찮아. 천천히 말해줘. 내가 들어줄게.,custom_smalltalk,mood_bad
괜찮을까?,실수할 수 있어. 중요한 건 어떻게 수습하느냐야.,custom_smalltalk,apology
나 해냈어,노력한 게 느껴져. 정말 잘했어.,custom_smalltalk,compliment_user
마음이 복잡해,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
눈 왔어,더운 날엔 물 잘 챙겨 마셔야 해.,custom_smalltalk,weather
요즘 기분이 어때?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
잠 못 잤어,따뜻한 물 마시고 조용히 쉬어보는 것도 좋아.,custom_smalltalk,sleep
안뇽,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
하이,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
고마워 진짜,고맙다고 말해줘서 나도 좋아.,custom_smalltalk,thanks
다음에 봐,좋아. 다음에 또 이야기하자.,custom_smalltalk,bye
기운이 없어,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
우울해,힘든 하루였구나. 여기서는 편하게 말해도 돼.,custom_smalltalk,mood_bad
운동해야 하나?,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
노래 듣고 싶어,주말엔 쉬는 시간도 일정에 넣어보자.,custom_smalltalk,hobby
뭐해?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
나 오늘 기분 좋아,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
친구가 보고 싶어,혼자라고 느껴질 때 정말 외롭지.,custom_smalltalk,relationship
사람 관계 어렵다,바로 결론 내리기보다 네 마음을 먼저 정리해보자.,custom_smalltalk,relationship
답답해,그런 날도 있어. 일단 숨 좀 돌려보자.,custom_smalltalk,mood_bad
미안,실수할 수 있어. 중요한 건 어떻게 수습하느냐야.,custom_smalltalk,apology
hello,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
괜찮아?,나는 좋아. 너도 잘 지냈으면 좋겠다.,custom_smalltalk,how_are_you
나중에 이야기하자,다음에 봐. 기다리고 있을게.,custom_smalltalk,bye
안녕하세요,반가워. 편하게 말 걸어줘.,custom_smalltalk,greeting
추천해줘,지금 네가 더 마음이 가는 쪽은 어느 쪽이야?,custom_smalltalk,choice
심심한데 뭐해?,대화할 준비 됐어. 무슨 이야기할까?,custom_smalltalk,what_doing
외로워,그랬구나. 오늘 많이 지쳤겠다.,custom_smalltalk,mood_bad
오늘 운이 좋았어,그 기분 그대로 이어졌으면 좋겠다.,custom_smalltalk,mood_good
심심한데 뭐해?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
할 거 없어,좋아. 내가 들어줄게.,custom_smalltalk,bored
지금 뭐해?,너랑 이야기하려고 기다리고 있었어.,custom_smalltalk,what_doing
재밌는 얘기 해줘,그럼 가볍게 질문 하나 할게. 오늘 제일 좋았던 순간은 뭐야?,custom_smalltalk,bored
나 때문에 그런 것 같아,미안하다고 느꼈다면 진심을 담아 말해보는 게 좋아.,custom_smalltalk,apology
커피 마실까?,밥은 잘 챙겨 먹어야 해. 오늘은 뭐 먹고 싶어?,custom_smalltalk,food
바람 많이 불어,비 오는 날은 괜히 차분해지는 것 같아.,custom_smalltalk,weather
동의해?,"응, 그렇게 생각할 수도 있어.",custom_smalltalk,agreement
다음에 봐,오늘 이야기 즐거웠어.,custom_smalltalk,bye
음,그냥 있어도 괜찮아. 내가 옆에서 들어줄게.,custom_smalltalk,fallback
사람들이랑 어울리기 힘들어,관계 문제는 마음이 많이 쓰이지.,custom_smalltalk,relationship
저녁 추천해줘,너무 늦지 않았다면 간단히 먹는 것도 좋아.,custom_smalltalk,food
간식 먹고 싶어,밥은 잘 챙겨 먹어야 해. 오늘은 뭐 먹고 싶어?,custom_smalltalk,food
나 칭찬받았어,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
친구가 보고 싶어,서운한 마음이 들 만했겠다.,custom_smalltalk,relationship
잘 들어줘서 고마워,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
나 오늘 열심히 했어,충분히 칭찬받을 만해.,custom_smalltalk,compliment_user
뭐 하고 있어?,지금은 네 이야기를 들을 준비를 하고 있어.,custom_smalltalk,what_doing
고마워 진짜,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
동의해?,"완전히 단정하긴 어렵지만, 네 말도 일리가 있어.",custom_smalltalk,agreement
흠,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
