question,answer,source,category
결정 못 하겠어,지금 네가 더 마음이 가는 쪽은 어느 쪽이야?,custom_smalltalk,choice
안뇽,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
혼자인 것 같아,관계는 어렵지만 네 마음도 중요해.,custom_smalltalk,relationship
나랑 놀래?,좋아. 잠깐 같이 이야기하자.,custom_smalltalk,what_doing
괜찮을까?,미안하다고 느꼈다면 진심을 담아 말해보는 게 좋아.,custom_smalltalk,apology
주말에 뭐하지?,책은 짧은 에세이나 만화부터 시작해도 좋아.,custom_smalltalk,hobby
오늘 뿌듯해,좋은 일이 있었다니 다행이야. 더 자세히 말해줘.,custom_smalltalk,mood_good
고백할까?,데이트는 서로 편한 걸 고르는 게 좋아.,custom_smalltalk,love
취미 추천해줘,책은 짧은 에세이나 만화부터 시작해도 좋아.,custom_smalltalk,hobby
힘들어,그랬구나. 오늘 많이 지쳤겠다.,custom_smalltalk,mood_bad
피곤해,잠이 안 올 땐 화면을 잠시 내려놓는 것도 도움이 돼.,custom_smalltalk,sleep
오늘 좋은 일 있었어,뿌듯한 하루였구나. 고생했어.,custom_smalltalk,mood_good
오늘 어때?,그럭저럭 잘 지냈어. 너는 별일 없었어?,custom_smalltalk,how_are_you
할 거 없어,그럼 가볍게 질문 하나 할게. 오늘 제일 좋았던 순간은 뭐야?,custom_smalltalk,bored
비 와,날씨 좋은 날은 잠깐 산책해도 좋겠다.,custom_smalltalk,weather
잠이 안 와,잠이 부족하면 작은 일도 크게 느껴질 수 있어.,custom_smalltalk,sleep
어쩌지,그럼 가볍게 오늘 있었던 일부터 말해볼까?,custom_smalltalk,fallback
저녁 추천해줘,밥은 잘 챙겨 먹어야 해. 오늘은 뭐 먹고 싶어?,custom_smalltalk,food
친구랑 싸웠어,서운한 마음이 들 만했겠다.,custom_smalltalk,relationship
밥 먹었어?,"뭐가 당기는지부터 생각해보자. 매운 거, 담백한 거, 달달한 거 중에 뭐가 좋아?",custom_smalltalk,food
우울해,마음이 복잡할 때는 하나씩 꺼내보면 조금 나아질 수 있어.,custom_smalltalk,mood_bad
미루고 싶어,잠깐 쉬고 다시 시작해도 괜찮아.,custom_smalltalk,study_work
짝사랑 중이야,그 마음만으로도 하루가 달라질 때가 있지.,custom_smalltalk,love
신난다,좋은 일이 있었다니 다행이야. 더 자세히 말해줘.,custom_smalltalk,mood_good
나 칭찬받았어,좋다! 그런 날은 오래 기억해두자.,custom_smalltalk,mood_good
안녕,안녕! 반가워.,custom_smalltalk,greeting
너는 뭐야?,"나는 수다, 안부, 간단한 질문에 답하는 걸 목표로 하고 있어.",custom_smalltalk,self_intro
좋은 하루였어,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
놀아줘,좋아. 내가 들어줄게.,custom_smalltalk,bored
좋아하는 사람이 있어,고백은 네 마음이 준비됐을 때 천천히 해도 돼.,custom_smalltalk,love
너랑 뭐 할 수 있어?,"나는 수다, 안부, 간단한 질문에 답하는 걸 목표로 하고 있어.",custom_smalltalk,self_intro
선택하기 어려워,후회가 적을 선택을 기준으로 골라보자.,custom_smalltalk,choice
뭐하니?,지금 너랑 수다 떨 수 있어.,custom_smalltalk,what_doing
기분 최고야,뿌듯한 하루였구나. 고생했어.,custom_smalltalk,mood_good
영화 볼까?,책은 짧은 에세이나 만화부터 시작해도 좋아.,custom_smalltalk,hobby
속상해,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
너 정체가 뭐야?,"나는 아직 배우는 중이지만, 편하게 이야기 나눌 수 있어.",custom_smalltalk,self_intro
오늘 뿌듯해,멋지다. 오늘의 기분을 마음껏 즐겨.,custom_smalltalk,mood_good
졸려,오늘은 무리하지 말고 몸을 먼저 챙기자.,custom_smalltalk,sleep
좋은 하루였어,듣기만 해도 나까지 기분 좋아진다.,custom_smalltalk,mood_good
음,딱히 할 말이 없어도 괜찮아.,custom_smalltalk,fallback
뭐 하고 놀까?,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
운동해야 하나?,주말엔 쉬는 시간도 일정에 넣어보자.,custom_smalltalk,hobby
잘 지냈니?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
배고파,간식은 적당히 먹으면 기분 전환에 좋지.,custom_smalltalk,food
나 잘했지?,해냈다는 게 정말 중요해. 멋지다.,custom_smalltalk,compliment_user
나랑 수다 떨자,그럼 가볍게 질문 하나 할게. 오늘 제일 좋았던 순간은 뭐야?,custom_smalltalk,bored
밤샜어,잠이 부족하면 작은 일도 크게 느껴질 수 있어.,custom_smalltalk,sleep
안녕,어서 와. 기다리고 있었어.,custom_smalltalk,greeting
일하기 싫어,지금 제일 작은 일 하나부터 해보자.,custom_smalltalk,study_work
친구가 서운하게 해,관계 문제는 마음이 많이 쓰이지.,custom_smalltalk,relationship
bye,다음에 봐. 기다리고 있을게.,custom_smalltalk,bye
어쩌지,그냥 있어도 괜찮아. 내가 옆에서 들어줄게.,custom_smalltalk,fallback
그렇게 생각해?,"완전히 단정하긴 어렵지만, 네 말도 일리가 있어.",custom_smalltalk,agreement
집중이 안 돼,완벽하게 하려 하지 말고 시작부터 해보자.,custom_smalltalk,study_work
잠이 안 와,따뜻한 물 마시고 조용히 쉬어보는 것도 좋아.,custom_smalltalk,sleep
점심 뭐 먹을까?,오늘은 부담 없는 메뉴가 좋을 것 같아.,custom_smalltalk,food
뭘 해야 할지 모르겠어,급하지 않으면 조금 더 생각해봐도 괜찮아.,custom_smalltalk,choice
마음이 복잡해,마음이 복잡할 때는 하나씩 꺼내보면 조금 나아질 수 있어.,custom_smalltalk,mood_bad
뭐 먹지?,밥은 잘 챙겨 먹어야 해. 오늘은 뭐 먹고 싶어?,custom_smalltalk,food
오늘 기분 어때?,나는 준비 완료야. 네 이야기도 들려줘.,custom_smalltalk,how_are_you
헬로,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
연애하고 싶어,"오, 설레겠다. 어떤 사람이야?",custom_smalltalk,love
선택하기 어려워,지금 네가 더 마음이 가는 쪽은 어느 쪽이야?,custom_smalltalk,choice
나 좋아하는 사람 생겼어,데이트는 서로 편한 걸 고르는 게 좋아.,custom_smalltalk,love
연락이 안 와,혼자라고 느껴질 때 정말 외롭지.,custom_smalltalk,relationship
좋은 저녁,안녕! 반가워.,custom_smalltalk,greeting
짜증나,그랬구나. 오늘 많이 지쳤겠다.,custom_smalltalk,mood_bad
괜찮을까?,괜찮아질 수 있어. 하나씩 정리해보자.,custom_smalltalk,apology
잘했다고 해줘,오늘의 너는 꽤 자랑스러워해도 돼.,custom_smalltalk,compliment_user
내가 이상한 거 아니지?,"완전히 단정하긴 어렵지만, 네 말도 일리가 있어.",custom_smalltalk,agreement
외로워,괜찮아. 천천히 말해줘. 내가 들어줄게.,custom_smalltalk,mood_bad
나 오늘 기분 좋아,좋은 일이 있었다니 다행이야. 더 자세히 말해줘.,custom_smalltalk,mood_good
골라줘,네 상황을 조금 더 알려주면 같이 골라볼게.,custom_smalltalk,choice
게임할까?,"지금 에너지가 있으면 운동, 쉬고 싶으면 영화도 괜찮아.",custom_smalltalk,hobby
화나,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
잘했다고 해줘,충분히 칭찬받을 만해.,custom_smalltalk,compliment_user
심심해서 왔어,그럼 가볍게 질문 하나 할게. 오늘 제일 좋았던 순간은 뭐야?,custom_smalltalk,bored
좋은 아침,안녕! 반가워.,custom_smalltalk,greeting
땡큐,고마워. 나도 네 이야기를 들을 수 있어서 좋아.,custom_smalltalk,thanks
골라줘,지금 네가 더 마음이 가는 쪽은 어느 쪽이야?,custom_smalltalk,choice
나 칭찬받았어,멋지다. 오늘의 기분을 마음껏 즐겨.,custom_smalltalk,mood_good
울고 싶어,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
커피 마실까?,지금 기분에는 따뜻한 음식도 괜찮겠다.,custom_smalltalk,food
고마워,천만에. 도움이 됐다면 다행이야.,custom_smalltalk,thanks
땡큐,괜찮아. 필요하면 또 같이 생각해보자.,custom_smalltalk,thanks
오늘 날씨 좋다,눈 오는 날은 조심히 다녀야 해.,custom_smalltalk,weather
헬로,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
나 해냈어,대단하지. 노력한 만큼 의미 있는 결과야.,custom_smalltalk,compliment_user
오늘 기분 어때?,그럭저럭 잘 지냈어. 너는 별일 없었어?,custom_smalltalk,how_are_you
그냥,그냥 있어도 괜찮아. 내가 옆에서 들어줄게.,custom_smalltalk,fallback
맞지?,"완전히 단정하긴 어렵지만, 네 말도 일리가 있어.",custom_smalltalk,agreement
다음에 봐,잘 쉬고 다음에 또 이야기하자.,custom_smalltalk,bye
자기소개 해봐,"나는 수다, 안부, 간단한 질문에 답하는 걸 목표로 하고 있어.",custom_smalltalk,self_intro
짜증나,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
재밌는 얘기 해줘,그럼 지금 떠오르는 생각부터 말해줘.,custom_smalltalk,bored
좋은 아침,반가워. 편하게 말 걸어줘.,custom_smalltalk,greeting
자기소개 해봐,나는 완벽하진 않지만 네 이야기를 들어줄 수 있어.,custom_smalltalk,self_intro
재밌는 얘기 해줘,심심할 땐 아무 말 대잔치도 괜찮아.,custom_smalltalk,bored
심심해,좋아. 내가 들어줄게.,custom_smalltalk,bored
새 취미 갖고 싶어,"지금 에너지가 있으면 운동, 쉬고 싶으면 영화도 괜찮아.",custom_smalltalk,hobby
지금 이야기할 수 있어?,지금 너랑 수다 떨 수 있어.,custom_smalltalk,what_doing
취미 추천해줘,새 취미는 부담 없이 짧게 해볼 수 있는 게 좋아.,custom_smalltalk,hobby
일이 너무 많아,지금 제일 작은 일 하나부터 해보자.,custom_smalltalk,study_work
외로워,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
기분은 어때?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
어떻게 하지?,가장 부담이 적은 선택부터 해보는 것도 좋아.,custom_smalltalk,choice
감사합니다,고맙다고 말해줘서 나도 좋아.,custom_smalltalk,thanks
기운이 없어,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
짝사랑 중이야,데이트는 서로 편한 걸 고르는 게 좋아.,custom_smalltalk,love
나 잘했지?,오늘의 너는 꽤 자랑스러워해도 돼.,custom_smalltalk,compliment_user
오늘 뿌듯해,듣기만 해도 나까지 기분 좋아진다.,custom_smalltalk,mood_good
hello,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
뭐하니?,좋아. 잠깐 같이 이야기하자.,custom_smalltalk,what_doing
배고파,"뭐가 당기는지부터 생각해보자. 매운 거, 담백한 거, 달달한 거 중에 뭐가 좋아?",custom_smalltalk,food
나랑 놀래?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
시험 공부해야 돼,완벽하게 하려 하지 말고 시작부터 해보자.,custom_smalltalk,study_work
친구가 보고 싶어,바로 결론 내리기보다 네 마음을 먼저 정리해보자.,custom_smalltalk,relationship
헬로,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
집중이 안 돼,미루고 싶을 때는 딱 한 문제만 해보는 것도 방법이야.,custom_smalltalk,study_work
대화 가능해?,지금은 네 이야기를 들을 준비를 하고 있어.,custom_smalltalk,what_doing
결정 못 하겠어,네 상황을 조금 더 알려주면 같이 골라볼게.,custom_smalltalk,choice
실수했어,너무 자책하지 말고 지금 할 수 있는 걸 생각해보자.,custom_smalltalk,apology
망친 것 같아,실수할 수 있어. 중요한 건 어떻게 수습하느냐야.,custom_smalltalk,apology
일이 너무 많아,잠깐 쉬고 다시 시작해도 괜찮아.,custom_smalltalk,study_work
너 소개해줘,나는 한국어 대화를 연습하는 챗봇이야.,custom_smalltalk,self_intro
시험 공부해야 돼,해야 할 게 많을수록 하나씩 쪼개는 게 좋아.,custom_smalltalk,study_work
저녁 추천해줘,"뭐가 당기는지부터 생각해보자. 매운 거, 담백한 거, 달달한 거 중에 뭐가 좋아?",custom_smalltalk,food
망친 것 같아,괜찮아질 수 있어. 하나씩 정리해보자.,custom_smalltalk,apology
오늘은 여기까지,편히 쉬어. 또 와줘.,custom_smalltalk,bye
지금 뭐해?,바쁘지 않아. 편하게 말해줘.,custom_smalltalk,what_doing
짜증나,마음이 복잡할 때는 하나씩 꺼내보면 조금 나아질 수 있어.,custom_smalltalk,mood_bad
안녕,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
안뇽,반가워. 편하게 말 걸어줘.,custom_smalltalk,greeting
나 오늘 기분 좋아,좋다! 그런 날은 오래 기억해두자.,custom_smalltalk,mood_good
노래 듣고 싶어,게임도 좋지만 너무 오래 하진 말자.,custom_smalltalk,hobby
아,그럼 가볍게 오늘 있었던 일부터 말해볼까?,custom_smalltalk,fallback
오랜만이야,안녕! 반가워.,custom_smalltalk,greeting
내 말 맞지?,나는 네 생각을 이해해.,custom_smalltalk,agreement
실수했어,괜찮아질 수 있어. 하나씩 정리해보자.,custom_smalltalk,apology
눈 왔어,눈 오는 날은 조심히 다녀야 해.,custom_smalltalk,weather
오늘은 여기까지,잘 쉬고 다음에 또 이야기하자.,custom_smalltalk,bye
고맙다,고맙다고 말해줘서 나도 좋아.,custom_smalltalk,thanks
마음이 복잡해,그랬구나. 오늘 많이 지쳤겠다.,custom_smalltalk,mood_bad
감사합니다,언제든 편하게 말해줘.,custom_smalltalk,thanks
오늘 좋은 일 있었어,멋지다. 오늘의 기분을 마음껏 즐겨.,custom_smalltalk,mood_good
다음에 또 올게,수고했어. 다음에 또 보자.,custom_smalltalk,bye
그냥,괜찮아. 천천히 생각해도 돼.,custom_smalltalk,fallback
내 말 맞지?,"완전히 단정하긴 어렵지만, 네 말도 일리가 있어.",custom_smalltalk,agreement
오늘 기분 어때?,나는 좋아. 너도 잘 지냈으면 좋겠다.,custom_smalltalk,how_are_you
잘 있었어?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
흠,그럼 가볍게 오늘 있었던 일부터 말해볼까?,custom_smalltalk,fallback
지금 바빠?,바쁘지 않아. 편하게 말해줘.,custom_smalltalk,what_doing
기분은 어때?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
오늘 운이 좋았어,뿌듯한 하루였구나. 고생했어.,custom_smalltalk,mood_good
시험 공부해야 돼,너무 부담되면 쉬운 것부터 처리해보자.,custom_smalltalk,study_work
하이,안녕! 반가워.,custom_smalltalk,greeting
내 말 맞지?,괜찮아 보여. 다만 조금 더 생각해봐도 좋겠어.,custom_smalltalk,agreement
좋은 하루였어,좋은 일이 있었다니 다행이야. 더 자세히 말해줘.,custom_smalltalk,mood_good
집중이 안 돼,일단 10분만 시작해보는 건 어때?,custom_smalltalk,study_work
미안,사과는 빠르고 솔직할수록 좋아.,custom_smalltalk,apology
그렇지?,"완전히 단정하긴 어렵지만, 네 말도 일리가 있어.",custom_smalltalk,agreement
신난다,듣기만 해도 나까지 기분 좋아진다.,custom_smalltalk,mood_good
나 좀 대단하지?,그 정도면 충분히 멋진 일이야.,custom_smalltalk,compliment_user
이만 갈게,잘 쉬고 다음에 또 이야기하자.,custom_smalltalk,bye
연애하고 싶어,그 마음만으로도 하루가 달라질 때가 있지.,custom_smalltalk,love
울고 싶어,혼자 다 안고 있지 않아도 돼. 이야기해도 괜찮아.,custom_smalltalk,mood_bad
지금 뭐해?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
나 좋아하는 사람 생겼어,그 마음만으로도 하루가 달라질 때가 있지.,custom_smalltalk,love
졸려,많이 피곤하겠다. 가능하면 잠깐이라도 쉬어.,custom_smalltalk,sleep
도움 됐어,천만에. 도움이 됐다면 다행이야.,custom_smalltalk,thanks
공부하기 싫어,미루고 싶을 때는 딱 한 문제만 해보는 것도 방법이야.,custom_smalltalk,study_work
잘 지냈나요?,나는 준비 완료야. 네 이야기도 들려줘.,custom_smalltalk,how_are_you
컨디션 어때?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
귀찮아,해야 할 게 많을수록 하나씩 쪼개는 게 좋아.,custom_smalltalk,study_work
간식 먹고 싶어,커피도 좋지만 물도 같이 마셔줘.,custom_smalltalk,food
하이,어서 와. 기다리고 있었어.,custom_smalltalk,greeting
잘 지냈나요?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
나 좋아하는 사람 생겼어,좋아하는 마음이 생겼구나. 그 사람의 어떤 점이 좋아?,custom_smalltalk,love
간식 먹고 싶어,"뭐가 당기는지부터 생각해보자. 매운 거, 담백한 거, 달달한 거 중에 뭐가 좋아?",custom_smalltalk,food
좋은 하루였어,좋다! 그런 날은 오래 기억해두자.,custom_smalltalk,mood_good
지금 뭐해?,지금 너랑 수다 떨 수 있어.,custom_smalltalk,what_doing
어때 보여?,네 입장에서는 충분히 그렇게 느낄 만해.,custom_smalltalk,agreement
나 때문에 그런 것 같아,실수할 수 있어. 중요한 건 어떻게 수습하느냐야.,custom_smalltalk,apology
나 갈게,편히 쉬어. 또 와줘.,custom_smalltalk,bye
왠지 기분이 좋아,좋은 일이 있었다니 다행이야. 더 자세히 말해줘.,custom_smalltalk,mood_good
고맙다,도움이 됐다니 기뻐.,custom_smalltalk,thanks
오늘은 여기까지,좋아. 다음에 또 이야기하자.,custom_smalltalk,bye
나 오늘 기분 안 좋아,괜찮아. 천천히 말해줘. 내가 들어줄게.,custom_smalltalk,mood_bad
자고 싶어,잠이 부족하면 작은 일도 크게 느껴질 수 있어.,custom_smalltalk,sleep
귀찮아,미루고 싶을 때는 딱 한 문제만 해보는 것도 방법이야.,custom_smalltalk,study_work
이거 괜찮지?,네 입장에서는 충분히 그렇게 느낄 만해.,custom_smalltalk,agreement
너랑 뭐 할 수 있어?,나는 너랑 대화하기 위해 만들어진 작은 한국어 챗봇이야.,custom_smalltalk,self_intro
요즘 잘 지내?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
hello,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
친구가 보고 싶어,관계는 어렵지만 네 마음도 중요해.,custom_smalltalk,relationship
친구가 서운하게 해,바로 결론 내리기보다 네 마음을 먼저 정리해보자.,custom_smalltalk,relationship
다음에 봐,편히 쉬어. 또 와줘.,custom_smalltalk,bye
미루고 싶어,집중이 안 되면 할 일을 적어보는 것부터 시작해보자.,custom_smalltalk,study_work
뭐해?,좋아. 잠깐 같이 이야기하자.,custom_smalltalk,what_doing
너 누구야?,나는 완벽하진 않지만 네 이야기를 들어줄 수 있어.,custom_smalltalk,self_intro
잘가,다음에 봐. 기다리고 있을게.,custom_smalltalk,bye
잘 지냈니?,나는 좋아. 너도 잘 지냈으면 좋겠다.,custom_smalltalk,how_are_you
혼자인 것 같아,관계 문제는 마음이 많이 쓰이지.,custom_smalltalk,relationship
잘 지냈니?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
뭐 재미있는 거 없을까?,좋아. 내가 들어줄게.,custom_smalltalk,bored
요즘 잘 지내?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
졸려,잠이 부족하면 작은 일도 크게 느껴질 수 있어.,custom_smalltalk,sleep
왔어,"안녕, 오늘 기분은 어때?",custom_smalltalk,greeting
시간 있어?,대화할 준비 됐어. 무슨 이야기할까?,custom_smalltalk,what_doing
잠이 부족해,밤샜으면 컨디션이 흔들릴 수 있어. 천천히 움직여.,custom_smalltalk,sleep
눈 왔어,비 오는 날은 괜히 차분해지는 것 같아.,custom_smalltalk,weather
날씨가 흐려,흐린 날엔 실내에서 쉬는 것도 좋지.,custom_smalltalk,weather
사람 관계 어렵다,관계는 어렵지만 네 마음도 중요해.,custom_smalltalk,relationship
안녕 반가워,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
왔어,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
왠지 기분이 좋아,그 기분 그대로 이어졌으면 좋겠다.,custom_smalltalk,mood_good
영화 볼까?,노래 들으면서 기분 전환하는 것도 괜찮지.,custom_smalltalk,hobby
일하기 싫어,집중이 안 되면 할 일을 적어보는 것부터 시작해보자.,custom_smalltalk,study_work
친구가 서운하게 해,혼자라고 느껴질 때 정말 외롭지.,custom_smalltalk,relationship
왔어,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
덕분이야,언제든 편하게 말해줘.,custom_smalltalk,thanks
오늘 운이 좋았어,듣기만 해도 나까지 기분 좋아진다.,custom_smalltalk,mood_good
시간이 안 가,좋아. 내가 들어줄게.,custom_smalltalk,bored
지금 이야기할 수 있어?,좋아. 잠깐 같이 이야기하자.,custom_smalltalk,what_doing
바람 많이 불어,그런 날씨면 기분도 조금 달라지지.,custom_smalltalk,weather
해야 할 게 많아,지금 제일 작은 일 하나부터 해보자.,custom_smalltalk,study_work
미안해,잘못을 인정하는 것도 용기야.,custom_smalltalk,apology
신난다,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
오늘 뭐 먹을까?,간식은 적당히 먹으면 기분 전환에 좋지.,custom_smalltalk,food
이제 자야겠다,잘 가. 오늘도 고생했어.,custom_smalltalk,bye
칭찬 받고 싶어,대단하지. 노력한 만큼 의미 있는 결과야.,custom_smalltalk,compliment_user
안녕,"안녕, 오늘 기분은 어때?",custom_smalltalk,greeting
나 성공했어,충분히 칭찬받을 만해.,custom_smalltalk,compliment_user
너무 심심해,좋아. 오늘 있었던 일부터 이야기해볼까?,custom_smalltalk,bored
새 취미 갖고 싶어,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
뭐가 나을까?,네 상황을 조금 더 알려주면 같이 골라볼게.,custom_smalltalk,choice
도움 됐어,고맙다고 말해줘서 나도 좋아.,custom_smalltalk,thanks
너무 더워,날씨 좋은 날은 잠깐 산책해도 좋겠다.,custom_smalltalk,weather
책 읽을까?,책은 짧은 에세이나 만화부터 시작해도 좋아.,custom_smalltalk,hobby
너는 뭐야?,나는 완벽하진 않지만 네 이야기를 들어줄 수 있어.,custom_smalltalk,self_intro
너무 심심해,좋아. 내가 들어줄게.,custom_smalltalk,bored
잘가,잘 쉬고 다음에 또 이야기하자.,custom_smalltalk,bye
글쎄,그냥 있어도 괜찮아. 내가 옆에서 들어줄게.,custom_smalltalk,fallback
ㅎㅇ,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
일하기 싫어,완벽하게 하려 하지 말고 시작부터 해보자.,custom_smalltalk,study_work
안녕 반가워,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
컨디션 어때?,"응, 잘 지냈어. 너는 어떻게 지냈어?",custom_smalltalk,how_are_you
과제 해야 돼,너무 부담되면 쉬운 것부터 처리해보자.,custom_smalltalk,study_work
저녁 추천해줘,간식은 적당히 먹으면 기분 전환에 좋지.,custom_smalltalk,food
요즘 어때?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
바이,잘 가. 오늘도 고생했어.,custom_smalltalk,bye
커피 마실까?,간식은 적당히 먹으면 기분 전환에 좋지.,custom_smalltalk,food
책 읽을까?,노래 들으면서 기분 전환하는 것도 괜찮지.,custom_smalltalk,hobby
지루해,그럼 지금 떠오르는 생각부터 말해줘.,custom_smalltalk,bored
그렇게 생각해?,네가 왜 그렇게 느꼈는지 알 것 같아.,custom_smalltalk,agreement
심심한데 뭐해?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
맛있는 거 먹고 싶다,지금 기분에는 따뜻한 음식도 괜찮겠다.,custom_smalltalk,food
음,생각나는 만큼만 말해줘.,custom_smalltalk,fallback
산책할까?,새 취미는 부담 없이 짧게 해볼 수 있는 게 좋아.,custom_smalltalk,hobby
심심해서 왔어,그럼 나랑 잠깐 수다 떨자.,custom_smalltalk,bored
다음에 봐,수고했어. 다음에 또 보자.,custom_smalltalk,bye
오늘 기분 어때?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
