question,answer,source,category
오늘 별로야,그랬구나. 오늘 많이 지쳤겠다.,custom_smalltalk,mood_bad
너 누구야?,"나는 아직 배우는 중이지만, 편하게 이야기 나눌 수 있어.",custom_smalltalk,self_intro
나 왔어,"안녕, 오늘 기분은 어때?",custom_smalltalk,greeting
컨디션 어때?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
오랜만이야,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
오늘 날씨 좋다,그런 날씨면 기분도 조금 달라지지.,custom_smalltalk,weather
자기소개 해봐,나는 네 말을 듣고 자연스럽게 답하려고 학습 중인 챗봇이야.,custom_smalltalk,self_intro
너는 사람 아니지?,"나는 수다, 안부, 간단한 질문에 답하는 걸 목표로 하고 있어.",custom_smalltalk,self_intro
외로워,힘든 하루였구나. 여기서는 편하게 말해도 돼.,custom_smalltalk,mood_bad
배고파,커피도 좋지만 물도 같이 마셔줘.,custom_smalltalk,food
아,괜찮아. 천천히 생각해도 돼.,custom_smalltalk,fallback
괜찮아?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
시간이 안 가,그럼 우리 주제 하나 정해서 이야기해보자.,custom_smalltalk,bored
너는 뭐야?,나는 한국어 대화를 연습하는 챗봇이야.,custom_smalltalk,self_intro
산책할까?,노래 들으면서 기분 전환하는 것도 괜찮지.,custom_smalltalk,hobby
이만 갈게,다음에 봐. 기다리고 있을게.,custom_smalltalk,bye
비 와,흐린 날엔 실내에서 쉬는 것도 좋지.,custom_smalltalk,weather
친구랑 싸웠어,상대의 마음을 단정하기 전에 천천히 이야기해보는 것도 좋아.,custom_smalltalk,relationship
공부해야 하는데 하기 싫어,해야 할 게 많을수록 하나씩 쪼개는 게 좋아.,custom_smalltalk,study_work
지금 뭐해?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
미안해,사과는 빠르고 솔직할수록 좋아.,custom_smalltalk,apology
도움 됐어,언제든 편하게 말해줘.,custom_smalltalk,thanks
너무 추워,습하면 더 지치니까 무리하지 마.,custom_smalltalk,weather
나 오늘 기분 좋아,그 기분 그대로 이어졌으면 좋겠다.,custom_smalltalk,mood_good
나 갈게,잘 가. 오늘도 고생했어.,custom_smalltalk,bye
잠 못 잤어,잠이 부족하면 작은 일도 크게 느껴질 수 있어.,custom_smalltalk,sleep
새 취미 갖고 싶어,새 취미는 부담 없이 짧게 해볼 수 있는 게 좋아.,custom_smalltalk,hobby
화나,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
야 안녕,안녕! 반가워.,custom_smalltalk,greeting
잘 지냈니?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
너 좀 괜찮다,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
나 왔어,안녕! 반가워.,custom_smalltalk,greeting
취미 추천해줘,게임도 좋지만 너무 오래 하진 말자.,custom_smalltalk,hobby
잘 지냈나요?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
안녕하세요,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
몰라,생각나는 만큼만 말해줘.,custom_smalltalk,fallback
누가 나 싫어하는 것 같아,서운한 마음이 들 만했겠다.,custom_smalltalk,relationship
잘 들어줘서 고마워,천만에. 도움이 됐다면 다행이야.,custom_smalltalk,thanks
시험 공부해야 돼,집중이 안 되면 할 일을 적어보는 것부터 시작해보자.,custom_smalltalk,study_work
누가 나 싫어하는 것 같아,관계 문제는 마음이 많이 쓰이지.,custom_smalltalk,relationship
처음 만나,어서 와. 기다리고 있었어.,custom_smalltalk,greeting
힘들어,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
잘 지냈어?,나는 좋아. 너도 잘 지냈으면 좋겠다.,custom_smalltalk,how_are_you
고마워 진짜,도움이 됐다니 기뻐.,custom_smalltalk,thanks
다음에 봐,좋아. 좋은 하루 보내.,custom_smalltalk,bye
뭐해?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
오늘 뭐 먹을까?,배고프면 든든한 걸로 챙겨 먹자.,custom_smalltalk,food
피곤해,따뜻한 물 마시고 조용히 쉬어보는 것도 좋아.,custom_smalltalk,sleep
점심 뭐 먹을까?,밥은 잘 챙겨 먹어야 해. 오늘은 뭐 먹고 싶어?,custom_smalltalk,food
칭찬해줘,그 정도면 충분히 멋진 일이야.,custom_smalltalk,compliment_user
아무거나,그럼 가볍게 오늘 있었던 일부터 말해볼까?,custom_smalltalk,fallback
이거 괜찮지?,"응, 그렇게 생각할 수도 있어.",custom_smalltalk,agreement
왠지 기분이 좋아,좋다! 그런 날은 오래 기억해두자.,custom_smalltalk,mood_good
고마워,도움이 됐다니 기뻐.,custom_smalltalk,thanks
망친 것 같아,사과는 빠르고 솔직할수록 좋아.,custom_smalltalk,apology
감사합니다,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
너는 사람 아니지?,"나는 아직 배우는 중이지만, 편하게 이야기 나눌 수 있어.",custom_smalltalk,self_intro
짝사랑 중이야,상대와 편하게 이야기할 기회를 만들어보자.,custom_smalltalk,love
일어나기 힘들어,오늘은 무리하지 말고 몸을 먼저 챙기자.,custom_smalltalk,sleep
동의해?,나는 네 생각을 이해해.,custom_smalltalk,agreement
너무 심심해,심심할 땐 아무 말 대잔치도 괜찮아.,custom_smalltalk,bored
과제 해야 돼,미루고 싶을 때는 딱 한 문제만 해보는 것도 방법이야.,custom_smalltalk,study_work
날씨가 흐려,비 오는 날은 괜히 차분해지는 것 같아.,custom_smalltalk,weather
주말에 뭐하지?,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
뭐하니?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
뭐하니?,지금은 네 이야기를 들을 준비를 하고 있어.,custom_smalltalk,what_doing
불면증 같아,많이 피곤하겠다. 가능하면 잠깐이라도 쉬어.,custom_smalltalk,sleep
잘 지냈니?,그럭저럭 잘 지냈어. 너는 별일 없었어?,custom_smalltalk,how_are_you
너무 추워,눈 오는 날은 조심히 다녀야 해.,custom_smalltalk,weather
오늘 어때?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
음,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
아무거나,딱히 할 말이 없어도 괜찮아.,custom_smalltalk,fallback
나 갈게,수고했어. 다음에 또 보자.,custom_smalltalk,bye
왔어,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
나 갈게,오늘 이야기 즐거웠어.,custom_smalltalk,bye
나 칭찬받았어,뿌듯한 하루였구나. 고생했어.,custom_smalltalk,mood_good
나 잘했지?,대단하지. 노력한 만큼 의미 있는 결과야.,custom_smalltalk,compliment_user
요즘 기분이 어때?,그럭저럭 잘 지냈어. 너는 별일 없었어?,custom_smalltalk,how_are_you
반가워,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
바람 많이 불어,흐린 날엔 실내에서 쉬는 것도 좋지.,custom_smalltalk,weather
속상해,괜찮아. 천천히 말해줘. 내가 들어줄게.,custom_smalltalk,mood_bad
사람들이랑 어울리기 힘들어,서운한 마음이 들 만했겠다.,custom_smalltalk,relationship
안녕,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
잠이 부족해,오늘은 무리하지 말고 몸을 먼저 챙기자.,custom_smalltalk,sleep
일하기 싫어,일단 10분만 시작해보는 건 어때?,custom_smalltalk,study_work
심심해,심심할 땐 아무 말 대잔치도 괜찮아.,custom_smalltalk,bored
칭찬해줘,잘했다고 말해주고 싶어. 수고했어.,custom_smalltalk,compliment_user
너도 그렇게 봐?,나는 네 생각을 이해해.,custom_smalltalk,agreement
아무거나,생각나는 만큼만 말해줘.,custom_smalltalk,fallback
결정 못 하겠어,가장 부담이 적은 선택부터 해보는 것도 좋아.,custom_smalltalk,choice
나 때문에 그런 것 같아,너무 자책하지 말고 지금 할 수 있는 걸 생각해보자.,custom_smalltalk,apology
게임할까?,노래 들으면서 기분 전환하는 것도 괜찮지.,custom_smalltalk,hobby
오늘 운이 좋았어,좋은 일이 있었다니 다행이야. 더 자세히 말해줘.,custom_smalltalk,mood_good
데이트 뭐하지?,좋아하는 마음이 생겼구나. 그 사람의 어떤 점이 좋아?,custom_smalltalk,love
오늘 기분 어때?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
졸려,밤샜으면 컨디션이 흔들릴 수 있어. 천천히 움직여.,custom_smalltalk,sleep
재밌는 얘기 해줘,그럼 우리 주제 하나 정해서 이야기해보자.,custom_smalltalk,bored
습해,날씨 좋은 날은 잠깐 산책해도 좋겠다.,custom_smalltalk,weather
오늘은 여기까지,좋아. 좋은 하루 보내.,custom_smalltalk,bye
안녕,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
오늘 뭐 먹을까?,밥은 잘 챙겨 먹어야 해. 오늘은 뭐 먹고 싶어?,custom_smalltalk,food
시간 있어?,바쁘지 않아. 편하게 말해줘.,custom_smalltalk,what_doing
뭐 먹지?,커피도 좋지만 물도 같이 마셔줘.,custom_smalltalk,food
기분 최고야,멋지다. 오늘의 기분을 마음껏 즐겨.,custom_smalltalk,mood_good
어쩌지,생각나는 만큼만 말해줘.,custom_smalltalk,fallback
그냥,그럼 가볍게 오늘 있었던 일부터 말해볼까?,custom_smalltalk,fallback
영화 볼까?,주말엔 쉬는 시간도 일정에 넣어보자.,custom_smalltalk,hobby
흠,괜찮아. 천천히 생각해도 돼.,custom_smalltalk,fallback
공부하기 싫어,완벽하게 하려 하지 말고 시작부터 해보자.,custom_smalltalk,study_work
망친 것 같아,너무 자책하지 말고 지금 할 수 있는 걸 생각해보자.,custom_smalltalk,apology
잘 있었어?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
아무거나,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
하이,안녕. 오늘 하루는 어땠어?,custom_smalltalk,greeting
시험 공부해야 돼,미루고 싶을 때는 딱 한 문제만 해보는 것도 방법이야.,custom_smalltalk,study_work
바이,오늘 이야기 즐거웠어.,custom_smalltalk,bye
일어나기 힘들어,따뜻한 물 마시고 조용히 쉬어보는 것도 좋아.,custom_smalltalk,sleep
오늘 날씨 좋다,더운 날엔 물 잘 챙겨 마셔야 해.,custom_smalltalk,weather
혼자인 것 같아,바로 결론 내리기보다 네 마음을 먼저 정리해보자.,custom_smalltalk,relationship
나 성공했어,잘했다고 말해주고 싶어. 수고했어.,custom_smalltalk,compliment_user
나 해냈어,그 정도면 충분히 멋진 일이야.,custom_smalltalk,compliment_user
잘 지냈어?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
혼자인 것 같아,혼자라고 느껴질 때 정말 외롭지.,custom_smalltalk,relationship
딱히,그럼 가볍게 오늘 있었던 일부터 말해볼까?,custom_smalltalk,fallback
실수했어,잘못을 인정하는 것도 용기야.,custom_smalltalk,apology
시간 있어?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
좋아하는 사람이 있어,썸 같으면 작은 관심들이 더 크게 느껴지지.,custom_smalltalk,love
지금 이야기할 수 있어?,지금은 네 이야기를 들을 준비를 하고 있어.,custom_smalltalk,what_doing
요즘 기분이 어때?,"응, 잘 지냈어. 너는 어떻게 지냈어?",custom_smalltalk,how_are_you
안녕 반가워,안녕! 반가워.,custom_smalltalk,greeting
별일 없었어?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
날씨 왜 이래,습하면 더 지치니까 무리하지 마.,custom_smalltalk,weather
잠이 안 와,잠이 안 올 땐 화면을 잠시 내려놓는 것도 도움이 돼.,custom_smalltalk,sleep
심심한데 뭐해?,바쁘지 않아. 편하게 말해줘.,custom_smalltalk,what_doing
둘 중에 뭐 골라?,가장 부담이 적은 선택부터 해보는 것도 좋아.,custom_smalltalk,choice
답답해,힘든 하루였구나. 여기서는 편하게 말해도 돼.,custom_smalltalk,mood_bad
잘했다고 해줘,해냈다는 게 정말 중요해. 멋지다.,custom_smalltalk,compliment_user
사람 관계 어렵다,네가 느낀 감정은 충분히 말해볼 만해.,custom_smalltalk,relationship
배고파,오늘은 부담 없는 메뉴가 좋을 것 같아.,custom_smalltalk,food
연락이 안 와,관계 문제는 마음이 많이 쓰이지.,custom_smalltalk,relationship
오늘은 여기까지,오늘 이야기 즐거웠어.,custom_smalltalk,bye
공부하기 싫어,너무 부담되면 쉬운 것부터 처리해보자.,custom_smalltalk,study_work
아무거나,그냥 있어도 괜찮아. 내가 옆에서 들어줄게.,custom_smalltalk,fallback
다음에 봐,다음에 봐. 기다리고 있을게.,custom_smalltalk,bye
그런가,생각나는 만큼만 말해줘.,custom_smalltalk,fallback
이제 자야겠다,좋아. 다음에 또 이야기하자.,custom_smalltalk,bye
할 거 있어?,지금 너랑 수다 떨 수 있어.,custom_smalltalk,what_doing
간식 먹고 싶어,간식은 적당히 먹으면 기분 전환에 좋지.,custom_smalltalk,food
노래 듣고 싶어,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
나 노력했어,오늘의 너는 꽤 자랑스러워해도 돼.,custom_smalltalk,compliment_user
습해,더운 날엔 물 잘 챙겨 마셔야 해.,custom_smalltalk,weather
운동해야 하나?,책은 짧은 에세이나 만화부터 시작해도 좋아.,custom_smalltalk,hobby
감사합니다,고마워. 나도 네 이야기를 들을 수 있어서 좋아.,custom_smalltalk,thanks
왠지 기분이 좋아,오늘 정말 잘 보냈나 보다.,custom_smalltalk,mood_good
미루고 싶어,해야 할 게 많을수록 하나씩 쪼개는 게 좋아.,custom_smalltalk,study_work
감사합니다,도움이 됐다니 기뻐.,custom_smalltalk,thanks
잘 지냈어?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
이제 자야겠다,잘 쉬고 다음에 또 이야기하자.,custom_smalltalk,bye
잘했다고 해줘,잘했다고 말해주고 싶어. 수고했어.,custom_smalltalk,compliment_user
나 오늘 기분 안 좋아,그랬구나. 오늘 많이 지쳤겠다.,custom_smalltalk,mood_bad
딱히,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
너 좀 괜찮다,괜찮아. 필요하면 또 같이 생각해보자.,custom_smalltalk,thanks
왔어,반가워. 편하게 말 걸어줘.,custom_smalltalk,greeting
속상해,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
괜찮을까?,너무 자책하지 말고 지금 할 수 있는 걸 생각해보자.,custom_smalltalk,apology
덕분이야,고마워. 나도 네 이야기를 들을 수 있어서 좋아.,custom_smalltalk,thanks
해야 할 게 많아,잠깐 쉬고 다시 시작해도 괜찮아.,custom_smalltalk,study_work
나 때문에 그런 것 같아,사과는 빠르고 솔직할수록 좋아.,custom_smalltalk,apology
영화 볼까?,"지금 에너지가 있으면 운동, 쉬고 싶으면 영화도 괜찮아.",custom_smalltalk,hobby
다음에 또 올게,편히 쉬어. 또 와줘.,custom_smalltalk,bye
나 성공했어,해냈다는 게 정말 중요해. 멋지다.,custom_smalltalk,compliment_user
커피 마실까?,커피도 좋지만 물도 같이 마셔줘.,custom_smalltalk,food
심심해,나랑 이야기하다 보면 시간이 좀 빨리 갈지도 몰라.,custom_smalltalk,bored
어쩌지,괜찮아. 천천히 생각해도 돼.,custom_smalltalk,fallback
불면증 같아,밤샜으면 컨디션이 흔들릴 수 있어. 천천히 움직여.,custom_smalltalk,sleep
할 거 없어,나랑 이야기하다 보면 시간이 좀 빨리 갈지도 몰라.,custom_smalltalk,bored
뭐 하고 놀까?,책은 짧은 에세이나 만화부터 시작해도 좋아.,custom_smalltalk,hobby
고백할까?,그 마음만으로도 하루가 달라질 때가 있지.,custom_smalltalk,love
잘 지냈나요?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
산책할까?,게임도 좋지만 너무 오래 하진 말자.,custom_smalltalk,hobby
망친 것 같아,잘못을 인정하는 것도 용기야.,custom_smalltalk,apology
너도 그렇게 봐?,네 입장에서는 충분히 그렇게 느낄 만해.,custom_smalltalk,agreement
이제 자야겠다,오늘 이야기 즐거웠어.,custom_smalltalk,bye
내가 잘못했어,너무 자책하지 말고 지금 할 수 있는 걸 생각해보자.,custom_smalltalk,apology
감사합니다,천만에. 도움이 됐다면 다행이야.,custom_smalltalk,thanks
기운이 없어,괜찮아. 천천히 말해줘. 내가 들어줄게.,custom_smalltalk,mood_bad
칭찬해줘,잘했어. 진짜 고생 많았어.,custom_smalltalk,compliment_user
심심해,그럼 우리 주제 하나 정해서 이야기해보자.,custom_smalltalk,bored
나 잘했지?,노력한 게 느껴져. 정말 잘했어.,custom_smalltalk,compliment_user
뭐 하고 놀까?,노래 들으면서 기분 전환하는 것도 괜찮지.,custom_smalltalk,hobby
오늘 뭐 먹을까?,"뭐가 당기는지부터 생각해보자. 매운 거, 담백한 거, 달달한 거 중에 뭐가 좋아?",custom_smalltalk,food
그냥,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
아,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
컨디션 어때?,나는 준비 완료야. 네 이야기도 들려줘.,custom_smalltalk,how_are_you
글쎄,딱히 할 말이 없어도 괜찮아.,custom_smalltalk,fallback
요즘 잘 지내?,나는 좋아. 너도 잘 지냈으면 좋겠다.,custom_smalltalk,how_are_you
행복해,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
너 좀 괜찮다,언제든 편하게 말해줘.,custom_smalltalk,thanks
주말에 뭐하지?,주말엔 쉬는 시간도 일정에 넣어보자.,custom_smalltalk,hobby
안뇽,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
잘 지냈니?,나는 준비 완료야. 네 이야기도 들려줘.,custom_smalltalk,how_are_you
내가 이상한 거 아니지?,"응, 그렇게 생각할 수도 있어.",custom_smalltalk,agreement
심심해서 왔어,좋아. 오늘 있었던 일부터 이야기해볼까?,custom_smalltalk,bored
친구랑 싸웠어,관계는 어렵지만 네 마음도 중요해.,custom_smalltalk,relationship
답답해,오늘은 스스로에게 조금 너그러워져도 돼.,custom_smalltalk,mood_bad
썸 타는 것 같아,좋아하는 마음이 생겼구나. 그 사람의 어떤 점이 좋아?,custom_smalltalk,love
좋아하는 사람이 있어,좋아하는 마음이 생겼구나. 그 사람의 어떤 점이 좋아?,custom_smalltalk,love
기분 최고야,잘됐다. 어떤 좋은 일이 있었어?,custom_smalltalk,mood_good
시험 공부해야 돼,지금 제일 작은 일 하나부터 해보자.,custom_smalltalk,study_work
요즘 잘 지내?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
나 성공했어,대단하지. 노력한 만큼 의미 있는 결과야.,custom_smalltalk,compliment_user
뭐 하고 있어?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
공부하기 싫어,지금 제일 작은 일 하나부터 해보자.,custom_smalltalk,study_work
커피 마실까?,배고프면 든든한 걸로 챙겨 먹자.,custom_smalltalk,food
이거 할까 말까?,네 상황을 조금 더 알려주면 같이 골라볼게.,custom_smalltalk,choice
안뇽,안녕! 반가워.,custom_smalltalk,greeting
오늘은 여기까지,수고했어. 다음에 또 보자.,custom_smalltalk,bye
나 좋아하는 사람 생겼어,썸 같으면 작은 관심들이 더 크게 느껴지지.,custom_smalltalk,love
마음이 복잡해,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
답답해,괜찮아. 천천히 말해줘. 내가 들어줄게.,custom_smalltalk,mood_bad
괜찮아?,나는 준비 완료야. 네 이야기도 들려줘.,custom_smalltalk,how_are_you
나 성공했어,오늘의 너는 꽤 자랑스러워해도 돼.,custom_smalltalk,compliment_user
별일 없었어?,그럭저럭 잘 지냈어. 너는 별일 없었어?,custom_smalltalk,how_are_you
그런가,그럼 가볍게 오늘 있었던 일부터 말해볼까?,custom_smalltalk,fallback
힘들어,그런 날도 있어. 일단 숨 좀 돌려보자.,custom_smalltalk,mood_bad
도움 됐어,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
지금 이야기할 수 있어?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
몰라,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
오늘 별로야,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
너는 사람 아니지?,나는 네 말을 듣고 자연스럽게 답하려고 학습 중인 챗봇이야.,custom_smalltalk,self_intro
내 말 맞지?,네가 왜 그렇게 느꼈는지 알 것 같아.,custom_smalltalk,agreement
시간 있어?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
안녕하세요,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
나 오늘 기분 좋아,멋지다. 오늘의 기분을 마음껏 즐겨.,custom_smalltalk,mood_good
누가 나 싫어하는 것 같아,바로 결론 내리기보다 네 마음을 먼저 정리해보자.,custom_smalltalk,relationship
맛있는 거 먹고 싶다,너무 늦지 않았다면 간단히 먹는 것도 좋아.,custom_smalltalk,food
땡큐,고맙다고 말해줘서 나도 좋아.,custom_smalltalk,thanks
너랑 뭐 할 수 있어?,나는 네 말을 듣고 자연스럽게 답하려고 학습 중인 챗봇이야.,custom_smalltalk,self_intro
딱히,그냥 있어도 괜찮아. 내가 옆에서 들어줄게.,custom_smalltalk,fallback
너도 그렇게 봐?,"응, 그렇게 생각할 수도 있어.",custom_smalltalk,agreement
책 읽을까?,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
뭐가 나을까?,장단점을 하나씩 적어보면 결정이 쉬워질 수 있어.,custom_smalltalk,choice
나랑 수다 떨자,그럼 지금 떠오르는 생각부터 말해줘.,custom_smalltalk,bored
일이 너무 많아,미루고 싶을 때는 딱 한 문제만 해보는 것도 방법이야.,custom_smalltalk,study_work
좋은 아침,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
나 좋아하는 사람 생겼어,"오, 설레겠다. 어떤 사람이야?",custom_smalltalk,love
눈 왔어,습하면 더 지치니까 무리하지 마.,custom_smalltalk,weather
잘 들어줘서 고마워,괜찮아. 필요하면 또 같이 생각해보자.,custom_smalltalk,thanks
덕분이야,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
별일 없었어?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
좋은 저녁,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
야 안녕,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
너는 사람 아니지?,나는 너랑 대화하기 위해 만들어진 작은 한국어 챗봇이야.,custom_smalltalk,self_intro
누가 나 싫어하는 것 같아,네가 느낀 감정은 충분히 말해볼 만해.,custom_smalltalk,relationship
오늘 하루 어땠어?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
집중이 안 돼,잠깐 쉬고 다시 시작해도 괜찮아.,custom_smalltalk,study_work
뭘 해야 할지 모르겠어,후회가 적을 선택을 기준으로 골라보자.,custom_smalltalk,choice
사과해야 할까?,사과는 빠르고 솔직할수록 좋아.,custom_smalltalk,apology
기분은 어때?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
골라줘,장단점을 하나씩 적어보면 결정이 쉬워질 수 있어.,custom_smalltalk,choice
심심한데 뭐해?,좋아. 잠깐 같이 이야기하자.,custom_smalltalk,what_doing
고마워 진짜,천만에. 도움이 됐다면 다행이야.,custom_smalltalk,thanks
이만 갈게,수고했어. 다음에 또 보자.,custom_smalltalk,bye
수고해,좋아. 좋은 하루 보내.,custom_smalltalk,bye
뭘 해야 할지 모르겠어,네 상황을 조금 더 알려주면 같이 골라볼게.,custom_smalltalk,choice
좋은 아침,어서 와. 기다리고 있었어.,custom_smalltalk,greeting
요즘 기분이 어때?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
영화 볼까?,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
